# frame_idx  step  zref
567 2441890 26.53363889
568 2441900 26.53360556
569 2441910 26.53303333
570 2441920 26.53207639
571 2441930 26.53087500
572 2441940 26.52970278
573 2441950 26.52873333
574 2441960 26.52813472
575 2441970 26.52789306
576 2441980 26.52797917
577 2441990 26.52827222
578 2442000 26.52860139
579 2442010 26.52878056
580 2442020 26.52875000
581 2442030 26.52845417
582 2442040 26.52775417
583 2442050 26.52660139
584 2442060 26.52500833
585 2442070 26.52310556
586 2442080 26.52103472
587 2442090 26.51909167
588 2442100 26.51761528
589 2442110 26.51687222
590 2442120 26.51686389
591 2442130 26.51739167
592 2442140 26.51812639
593 2442150 26.51870556
594 2442160 26.51902639
595 2442170 26.51911250
596 2442180 26.51924444
597 2442190 26.51961944
598 2442200 26.52036389
599 2442210 26.52157222
600 2442220 26.52326528
601 2442230 26.52550556
602 2442240 26.52820278
603 2442250 26.53105833
604 2442260 26.53371528
605 2442270 26.53565139
606 2442280 26.53678056
607 2442290 26.53716806
608 2442300 26.53723056
609 2442310 26.53733056
610 2442320 26.53778056
611 2442330 26.53867639
612 2442340 26.53990694
613 2442350 26.54115556
614 2442360 26.54195000
615 2442370 26.54195000
616 2442380 26.54104444
617 2442390 26.53945139
618 2442400 26.53763333
619 2442410 26.53606667
620 2442420 26.53507361
621 2442430 26.53464861
622 2442440 26.53451806
623 2442450 26.53426944
624 2442460 26.53364167
625 2442470 26.53251667
626 2442480 26.53101528
627 2442490 26.52940556
628 2442500 26.52798056
629 2442510 26.52687222
630 2442520 26.52605000
631 2442530 26.52545972
632 2442540 26.52502917
633 2442550 26.52467500
634 2442560 26.52421389
635 2442570 26.52345556
636 2442580 26.52238194
637 2442590 26.52100278
638 2442600 26.51948472
639 2442610 26.51802222
640 2442620 26.51693889
641 2442630 26.51650556
642 2442640 26.51692222
643 2442650 26.51829861
644 2442660 26.52052083
645 2442670 26.52330556
646 2442680 26.52615278
647 2442690 26.52851250
648 2442700 26.52986667
649 2442710 26.52983056
650 2442720 26.52845139
651 2442730 26.52620694
652 2442740 26.52393611
653 2442750 26.52236944
654 2442760 26.52211389
655 2442770 26.52348056
656 2442780 26.52635417
657 2442790 26.53045972
658 2442800 26.53525000
659 2442810 26.54025278
660 2442820 26.54497639
661 2442830 26.54903472
662 2442840 26.55213611
663 2442850 26.55421806
664 2442860 26.55533889
665 2442870 26.55563194
666 2442880 26.55522361
667 2442890 26.55422500
668 2442900 26.55271389
669 2442910 26.55084306
670 2442920 26.54876944
671 2442930 26.54665972
672 2442940 26.54457917
673 2442950 26.54261944
674 2442960 26.54086111
675 2442970 26.53958611
676 2442980 26.53902083
677 2442990 26.53924306
678 2443000 26.54020556
679 2443010 26.54171528
680 2443020 26.54333194
681 2443030 26.54447639
682 2443040 26.54469583
683 2443050 26.54370833
684 2443060 26.54151389
685 2443070 26.53821528
686 2443080 26.53397917
687 2443090 26.52905972
688 2443100 26.52376944
689 2443110 26.51857778
690 2443120 26.51398056
691 2443130 26.51049583
692 2443140 26.50840556
693 2443150 26.50771111
694 2443160 26.50810833
695 2443170 26.50911944
696 2443180 26.51010417
697 2443190 26.51054028
698 2443200 26.51007917
699 2443210 26.50870000
700 2443220 26.50660417
701 2443230 26.50416667
702 2443240 26.50188333
703 2443250 26.50016667
704 2443260 26.49931250
705 2443270 26.49943472
706 2443280 26.50055417
707 2443290 26.50251667
708 2443300 26.50496806
709 2443310 26.50749583
710 2443320 26.50975417
711 2443330 26.51159722
712 2443340 26.51304028
713 2443350 26.51434167
714 2443360 26.51591944
715 2443370 26.51823750
716 2443380 26.52162083
717 2443390 26.52609722
718 2443400 26.53138333
719 2443410 26.53683194
720 2443420 26.54171528
721 2443430 26.54550556
722 2443440 26.54792778
723 2443450 26.54916111
724 2443460 26.54954306
725 2443470 26.54966667
726 2443480 26.55002222
727 2443490 26.55089306
728 2443500 26.55235278
729 2443510 26.55421389
730 2443520 26.55610417
731 2443530 26.55748472
732 2443540 26.55772639
733 2443550 26.55646667
734 2443560 26.55365694
735 2443570 26.54965972
736 2443580 26.54512639
737 2443590 26.54081111
738 2443600 26.53731806
739 2443610 26.53492361
740 2443620 26.53361111
741 2443630 26.53310972
742 2443640 26.53284722
743 2443650 26.53207361
744 2443660 26.53020833
745 2443670 26.52695000
746 2443680 26.52245139
747 2443690 26.51720972
748 2443700 26.51196389
749 2443710 26.50754861
750 2443720 26.50963662
751 2443730 26.50823239
752 2443740 26.50279861
753 2443750 26.50321944
754 2443760 26.50370694
755 2443770 26.50393611
756 2443780 26.50388611
757 2443790 26.50375278
758 2443800 26.50382500
759 2443810 26.50434444
760 2443820 26.50549306
761 2443830 26.50729722
762 2443840 26.50967500
763 2443850 26.51248611
764 2443860 26.51547778
765 2443870 26.51840833
766 2443880 26.52103194
767 2443890 26.52318750
768 2443900 26.52493194
769 2443910 26.52654444
770 2443920 26.52853889
771 2443930 26.53140694
772 2443940 26.53539583
773 2443950 26.54042639
774 2443960 26.54598056
775 2443970 26.55133333
776 2443980 26.55565694
777 2443990 26.55833750
778 2444000 26.55918889
779 2444010 26.55844444
780 2444020 26.55669306
781 2444030 26.55471111
782 2444040 26.55329583
783 2444050 26.55301389
784 2444060 26.55399167
785 2444070 26.55592361
786 2444080 26.55814583
787 2444090 26.55997361
788 2444100 26.56085694
789 2444110 26.56053889
790 2444120 26.55894444
791 2444130 26.55621528
792 2444140 26.55267083
793 2444150 26.54867222
794 2444160 26.54453333
795 2444170 26.54044583
796 2444180 26.53655694
797 2444190 26.53297361
798 2444200 26.52976944
799 2444210 26.52691111
800 2444220 26.52434444
801 2444230 26.52199167
802 2444240 26.51980972
803 2444250 26.51776944
804 2444260 26.51596944
805 2444270 26.51447222
806 2444280 26.51323889
807 2444290 26.51218056
808 2444300 26.51126806
809 2444310 26.51049306
810 2444320 26.50987917
811 2444330 26.50948194
812 2444340 26.50932917
813 2444350 26.50923472
814 2444360 26.50896111
815 2444370 26.50827778
816 2444380 26.50717778
817 2444390 26.50593750
818 2444400 26.50495694
819 2444410 26.50472639
820 2444420 26.50563472
821 2444430 26.50785556
822 2444440 26.51134722
823 2444450 26.51575694
824 2444460 26.52053750
825 2444470 26.52505417
826 2444480 26.52882778
827 2444490 26.53164167
828 2444500 26.53361250
829 2444510 26.53503333
830 2444520 26.53626806
831 2444530 26.53752500
832 2444540 26.53895417
833 2444550 26.54053056
834 2444560 26.54232917
835 2444570 26.54428056
836 2444580 26.54635972
837 2444590 26.54837222
838 2444600 26.55003472
839 2444610 26.55114306
840 2444620 26.55159306
841 2444630 26.55144444
842 2444640 26.55084167
843 2444650 26.55008611
844 2444660 26.54940833
845 2444670 26.54901944
846 2444680 26.54901667
847 2444690 26.54925694
848 2444700 26.54944861
849 2444710 26.54914306
850 2444720 26.54801667
851 2444730 26.54597639
852 2444740 26.54329722
853 2444750 26.54049722
854 2444760 26.53808472
855 2444770 26.53648611
856 2444780 26.53588750
857 2444790 26.53635833
858 2444800 26.53770278
859 2444810 26.53941806
860 2444820 26.54087778
861 2444830 26.54137083
862 2444840 26.54033889
863 2444850 26.53755278
864 2444860 26.53327917
865 2444870 26.52822361
866 2444880 26.52330278
867 2444890 26.51941667
868 2444900 26.51714722
869 2444910 26.51669028
870 2444920 26.51775417
871 2444930 26.51967639
872 2444940 26.52156806
873 2444950 26.52266389
874 2444960 26.52253194
875 2444970 26.52113333
876 2444980 26.51882222
877 2444990 26.51612500
878 2445000 26.51375972
879 2445010 26.51233333
880 2445020 26.51224583
881 2445030 26.51347083
882 2445040 26.51569306
883 2445050 26.51838472
884 2445060 26.52106667
885 2445070 26.52326944
886 2445080 26.52462222
887 2445090 26.52513750
888 2445100 26.52510694
889 2445110 26.52493889
890 2445120 26.52494583
891 2445130 26.52527778
892 2445140 26.52606250
893 2445150 26.52732917
894 2445160 26.52911806
895 2445170 26.53136250
896 2445180 26.53383750
897 2445190 26.53630556
898 2445200 26.53837778
899 2445210 26.53989722
900 2445220 26.54079444
901 2445230 26.54126944
902 2445240 26.54150694
903 2445250 26.54172222
904 2445260 26.54204861
905 2445270 26.54238056
906 2445280 26.54256944
907 2445290 26.54246250
908 2445300 26.54203056
909 2445310 26.54143750
910 2445320 26.54091944
911 2445330 26.54063472
912 2445340 26.54056250
913 2445350 26.54053056
914 2445360 26.54028194
915 2445370 26.53963889
916 2445380 26.53852917
917 2445390 26.53690556
918 2445400 26.53483611
919 2445410 26.53243194
920 2445420 26.52987917
921 2445430 26.52741667
922 2445440 26.52523750
923 2445450 26.52362361
924 2445460 26.52269306
925 2445470 26.52246528
926 2445480 26.52291528
927 2445490 26.52394861
928 2445500 26.52538333
929 2445510 26.52689583
930 2445520 26.52823333
931 2445530 26.52901528
932 2445540 26.52901667
933 2445550 26.52815417
934 2445560 26.52661528
935 2445570 26.52473472
936 2445580 26.52291528
937 2445590 26.52142917
938 2445600 26.52050694
939 2445610 26.52032361
940 2445620 26.52093750
941 2445630 26.52228750
942 2445640 26.52416667
943 2445650 26.52624583
944 2445660 26.52805000
945 2445670 26.52911528
946 2445680 26.52915694
947 2445690 26.52814167
948 2445700 26.52627083
949 2445710 26.52391944
950 2445720 26.52164167
951 2445730 26.52000139
952 2445740 26.51950556
953 2445750 26.52038333
954 2445760 26.52263194
955 2445770 26.52577361
956 2445780 26.52914306
957 2445790 26.53207083
958 2445800 26.53410000
959 2445810 26.53508611
960 2445820 26.53499722
961 2445830 26.53410139
962 2445840 26.53272917
963 2445850 26.53126111
964 2445860 26.53001528
965 2445870 26.52928333
966 2445880 26.52942361
967 2445890 26.53055139
968 2445900 26.53262500
969 2445910 26.53538611
970 2445920 26.54224225
971 2445930 26.54481408
972 2445940 26.54647606
973 2445950 26.54688310
974 2445960 26.54364028
975 2445970 26.54199861
976 2445980 26.53952222
977 2445990 26.53663889
978 2446000 26.53386111
979 2446010 26.53162222
980 2446020 26.53017222
981 2446030 26.52951250
982 2446040 26.52929861
983 2446050 26.52906250
984 2446060 26.52827222
985 2446070 26.52676389
986 2446080 26.52479167
987 2446090 26.52278889
988 2446100 26.52125833
989 2446110 26.52050694
990 2446120 26.52064167
991 2446130 26.52133611
992 2446140 26.52215972
993 2446150 26.52258333
994 2446160 26.52218056
995 2446170 26.52065694
996 2446180 26.51809167
997 2446190 26.51508750
998 2446200 26.51246806
999 2446210 26.51099444
1000 2446220 26.51104583
1001 2446230 26.51255694
1002 2446240 26.51513472
1003 2446250 26.51799028
1004 2446260 26.52031250
1005 2446270 26.52140139
1006 2446280 26.52090694
1007 2446290 26.51900139
1008 2446300 26.51636528
1009 2446310 26.51405000
1010 2446320 26.51306944
1011 2446330 26.51402083
1012 2446340 26.51684444
1013 2446350 26.52102917
1014 2446360 26.52574583
1015 2446370 26.53010556
1016 2446380 26.53343056
1017 2446390 26.53542361
1018 2446400 26.53615833
1019 2446410 26.53605000
1020 2446420 26.53575972
1021 2446430 26.53587917
1022 2446440 26.53676667
1023 2446450 26.53847778
1024 2446460 26.54079167
1025 2446470 26.54351250
1026 2446480 26.54645833
1027 2446490 26.54962917
1028 2446500 26.55299861
1029 2446510 26.55644167
1030 2446520 26.55969722
1031 2446530 26.56219306
1032 2446540 26.56344444
1033 2446550 26.56302222
1034 2446560 26.56069583
1035 2446570 26.55654861
1036 2446580 26.55097917
1037 2446590 26.54470278
1038 2446600 26.53863333
1039 2446610 26.53361111
1040 2446620 26.53037222
1041 2446630 26.52925000
1042 2446640 26.53005972
1043 2446650 26.53203611
1044 2446660 26.53422361
1045 2446670 26.53571111
1046 2446680 26.53589861
1047 2446690 26.53458472
1048 2446700 26.53204306
1049 2446710 26.52877083
1050 2446720 26.52531806
1051 2446730 26.52210000
1052 2446740 26.51928056
1053 2446750 26.51681111
1054 2446760 26.51437083
1055 2446770 26.51167778
1056 2446780 26.50866528
1057 2446790 26.50565000
1058 2446800 26.50320833
1059 2446810 26.50194306
1060 2446820 26.50227639
1061 2446830 26.50427083
1062 2446840 26.50748611
1063 2446850 26.51113611
1064 2446860 26.51424167
1065 2446870 26.51604444
1066 2446880 26.51624861
1067 2446890 26.51501111
1068 2446900 26.51302361
1069 2446910 26.51126528
1070 2446920 26.51063056
1071 2446930 26.51171111
1072 2446940 26.51468194
1073 2446950 26.51933333
1074 2446960 26.52498611
1075 2446970 26.53067778
1076 2446980 26.53556806
1077 2446990 26.53906806
1078 2447000 26.54097639
1079 2447010 26.54152083
1080 2447020 26.54126667
1081 2447030 26.54091806
1082 2447040 26.54106806
1083 2447050 26.54206111
1084 2447060 26.54383194
1085 2447070 26.54602222
1086 2447080 26.54803750
1087 2447090 26.54929722
1088 2447100 26.54946806
1089 2447110 26.54854583
1090 2447120 26.54698194
1091 2447130 26.54538333
1092 2447140 26.54429167
1093 2447150 26.54387917
1094 2447160 26.54398611
1095 2447170 26.54422917
1096 2447180 26.54433472
1097 2447190 26.54395833
1098 2447200 26.54284861
1099 2447210 26.54087083
1100 2447220 26.53809861
1101 2447230 26.53485972
1102 2447240 26.53164444
1103 2447250 26.52889167
1104 2447260 26.52679861
1105 2447270 26.52531528
1106 2447280 26.52400556
1107 2447290 26.52243750
1108 2447300 26.52033472
1109 2447310 26.51776667
1110 2447320 26.51519444
1111 2447330 26.51319722
1112 2447340 26.51242639
1113 2447350 26.51318889
1114 2447360 26.51526389
1115 2447370 26.51805417
1116 2447380 26.52092222
1117 2447390 26.52327083
1118 2447400 26.52471667
1119 2447410 26.52525417
1120 2447420 26.52513750
1121 2447430 26.52471806
1122 2447440 26.52437917
1123 2447450 26.52437083
1124 2447460 26.52485139
1125 2447470 26.52559167
1126 2447480 26.52630417
1127 2447490 26.52670000
1128 2447500 26.52669444
1129 2447510 26.52628056
1130 2447520 26.52567083
1131 2447530 26.52519583
1132 2447540 26.52517500
1133 2447550 26.52568333
1134 2447560 26.52656250
1135 2447570 26.52741111
1136 2447580 26.52790278
1137 2447590 26.52786667
1138 2447600 26.52729167
1139 2447610 26.52635278
1140 2447620 26.52543056
1141 2447630 26.52499167
1142 2447640 26.52537500
1143 2447650 26.52676528
1144 2447660 26.52912500
1145 2447670 26.53223889
1146 2447680 26.53563611
1147 2447690 26.53866944
1148 2447700 26.54076806
1149 2447710 26.54155694
1150 2447720 26.54092917
