# frequency_cm^-1 signal
8.615934772652151423e+02 1.007849172915811486e+01
8.631103671899778647e+02 5.128696030974295716e+00
8.646272571147404733e+02 -4.435512527414650630e-01
8.661441470395031956e+02 -6.209350632431093864e+00
8.676610369642660316e+02 -1.172652314767126924e+01
8.691779268890286403e+02 -1.657392296710091983e+01
8.706948168137913626e+02 -2.038388898960426587e+01
8.722117067385539713e+02 -2.287031315325674541e+01
8.737285966633168073e+02 -2.385016469833004038e+01
8.752454865880795296e+02 -2.325683847503955093e+01
8.767623765128421383e+02 -2.114434871105175162e+01
8.782792664376048606e+02 -1.768211509401380965e+01
8.797961563623674692e+02 -1.314082787911719130e+01
8.813130462871303052e+02 -7.870574560615467341e+00
8.828299362118929139e+02 -2.273007897995364068e+00
8.843468261366556362e+02 3.230212609640534804e+00
8.858637160614182449e+02 8.230200931065196457e+00
8.873806059861810809e+02 1.236226839952275647e+01
8.888974959109438032e+02 1.533354401948895784e+01
8.904143858357064119e+02 1.694466647571210416e+01
8.919312757604691342e+02 1.710391048770333811e+01
8.934481656852319702e+02 1.583272236476621053e+01
8.949650556099945788e+02 1.326232718838492097e+01
8.964819455347573012e+02 9.621777895886845400e+00
8.979988354595199098e+02 5.218488408347660368e+00
8.995157253842827458e+02 4.128758908770783220e-01
9.010326153090453545e+02 -4.410814201478995500e+00
9.025495052338080768e+02 -8.875146863683486487e+00
9.040663951585706855e+02 -1.263915636324474789e+01
9.055832850833335215e+02 -1.542468613680123113e+01
9.071001750080962438e+02 -1.703736032528640010e+01
9.086170649328588524e+02 -1.738058723675730022e+01
9.101339548576215748e+02 -1.646156762340080348e+01
9.116508447823844108e+02 -1.438892936925368815e+01
9.131677347071470194e+02 -1.136228257005094733e+01
9.146846246319097418e+02 -7.654631160934886935e+00
9.162015145566723504e+02 -3.589138193001065069e+00
9.177184044814351864e+02 4.878225217010148107e-01
9.192352944061977951e+02 4.235119090293818722e+00
9.207521843309605174e+02 7.344512380983851507e+00
9.222690742557232397e+02 9.565287872073295006e+00
9.237859641804858484e+02 1.072391742283454263e+01
9.253028541052486844e+02 1.073722008718229759e+01
9.268197440300112930e+02 9.618030337168175237e+00
9.283366339547740154e+02 7.472995988167834724e+00
9.298535238795366240e+02 4.492766726220503770e+00
9.313704138042994600e+02 9.354458580699039905e-01
9.328873037290621824e+02 -2.895286259063157619e+00
9.344041936538247910e+02 -6.675551198066568936e+00
9.359210835785875133e+02 -1.008806151005981633e+01
9.374379735033503493e+02 -1.284813230499405812e+01
9.389548634281129580e+02 -1.472681014735385219e+01
9.404717533528756803e+02 -1.556926579230957408e+01
9.419886432776382890e+02 -1.530699677190238539e+01
9.435055332024011250e+02 -1.396289962981609811e+01
9.450224231271637336e+02 -1.164885728680010857e+01
9.465393130519264560e+02 -8.556096697619976155e+00
9.480562029766890646e+02 -4.939156150085358021e+00
9.495730929014519006e+02 -1.094813193562748976e+00
9.510899828262146229e+02 2.662277590002777306e+00
9.526068727509772316e+02 6.025234339280972407e+00
9.541237626757399539e+02 8.719793398783465932e+00
9.556406526005027899e+02 1.052633987061680543e+01
9.571575425252653986e+02 1.129735617339268394e+01
9.586744324500281209e+02 1.096890672025102731e+01
9.601913223747907296e+02 9.565271320104075770e+00
9.617082122995535656e+02 7.196402828906981242e+00
9.632251022243161742e+02 4.048469762794050908e+00
9.647419921490788965e+02 3.683043616449124813e-01
9.662588820738415052e+02 -3.556934337845119920e+00
9.677757719986043412e+02 -7.423193760891598103e+00
9.692926619233670635e+02 -1.093412967859549312e+01
9.708095518481296722e+02 -1.382486852369009256e+01
9.723264417728923945e+02 -1.588300552015853206e+01
9.738433316976550032e+02 -1.696515376874602765e+01
9.753602216224178392e+02 -1.700773483314264567e+01
9.768771115471805615e+02 -1.603118095359330653e+01
9.783940014719431701e+02 -1.413726301019801390e+01
9.799108913967058925e+02 -1.149982198104322251e+01
9.814277813214686148e+02 -8.349718757685899106e+00
9.829446712462313371e+02 -4.955284078293310301e+00
9.844615611709940595e+02 -1.599909272371781821e+00
9.859784510957566681e+02 1.441359246203421041e+00
9.874953410205195041e+02 3.924290658038150248e+00
9.890122309452821128e+02 5.655165188895718842e+00
9.905291208700448351e+02 6.506095144486994997e+00
9.920460107948074437e+02 6.424743517379676305e+00
9.935629007195702798e+02 5.437682178253439247e+00
9.950797906443330021e+02 3.647161462911298280e+00
9.965966805690956107e+02 1.221608735380664834e+00
9.981135704938583331e+02 -1.619309689046194434e+00
9.996304604186211691e+02 -4.623783422242524921e+00
1.001147350343383778e+03 -7.529492109036801217e+00
1.002664240268146500e+03 -1.008595856848031680e+01
1.004181130192909109e+03 -1.207574948847319618e+01
1.005698020117671945e+03 -1.333275595411328673e+01
1.007214910042434553e+03 -1.375603587449165843e+01
1.008731799967197276e+03 -1.331807516464327179e+01
1.010248689891959884e+03 -1.206679309256772470e+01
1.011765579816722720e+03 -1.012114062191398034e+01
1.013282469741485443e+03 -7.660675533631368772e+00
1.014799359666248051e+03 -4.910000381045095175e+00
1.016316249591010774e+03 -2.119377460517580580e+00
1.017833139515773610e+03 4.568463466235030968e-01
1.019350029440536218e+03 2.582189053647427457e+00
1.020866919365298941e+03 4.058509408976199495e+00
1.022383809290061549e+03 4.743282436799908020e+00
1.023900699214824272e+03 4.562212789179212358e+00
1.025417589139587108e+03 3.516110473370945844e+00
1.026934479064349716e+03 1.681429833015649855e+00
1.028451368989112325e+03 -7.956003940061121549e-01
1.029968258913874934e+03 -3.710793978669356008e+00
1.031485148838637770e+03 -6.818811842132394219e+00
1.033002038763400606e+03 -9.853575933442897394e+00
1.034518928688163214e+03 -1.255060730096182553e+01
1.036035818612925823e+03 -1.466943506896088145e+01
1.037552708537688659e+03 -1.601420733000816909e+01
1.039069598462451268e+03 -1.645077356757854048e+01
1.040586488387214104e+03 -1.591879023596345455e+01
1.042103378311976712e+03 -1.443780386306825747e+01
1.043620268236739548e+03 -1.210675686782996330e+01
1.045137158161502157e+03 -9.096900251174449892e+00
1.046654048086264766e+03 -5.638640420075845761e+00
1.048170938011027602e+03 -2.003350153860898875e+00
1.049687827935790210e+03 1.518405211621563611e+00
1.051204717860553046e+03 4.640470723026636435e+00
1.052721607785315655e+03 7.104615526379406631e+00
1.054238497710078263e+03 8.702032158110737825e+00
1.055755387634841099e+03 9.291046458460249013e+00
1.057272277559603708e+03 8.809559009880342018e+00
1.058789167484366544e+03 7.281157061353173532e+00
1.060306057409129153e+03 4.814342738408813993e+00
1.061822947333891989e+03 1.594878195229462836e+00
1.063339837258654597e+03 -2.128193576117551888e+00
1.064856727183417206e+03 -6.061777548563539675e+00
1.066373617108180042e+03 -9.891698378927916480e+00
1.067890507032942651e+03 -1.330759578805362509e+01
1.069407396957705487e+03 -1.602775701776142014e+01
1.070924286882468095e+03 -1.782189184951015903e+01
1.072441176807230704e+03 -1.853000847520521788e+01
1.073958066731993313e+03 -1.807585041144002957e+01
1.075474956656756149e+03 -1.647378192869868130e+01
1.076991846581518985e+03 -1.382852821687137101e+01
1.078508736506281593e+03 -1.032774533266864481e+01
1.080025626431044202e+03 -6.227968311583054195e+00
1.081542516355807038e+03 -1.835017611383572778e+00
1.083059406280569647e+03 2.519608572828417437e+00
1.084576296205332483e+03 6.504501811647436682e+00
1.086093186130095091e+03 9.814236878981176915e+00
1.087610076054857927e+03 1.219333969995932243e+01
1.089126965979620536e+03 1.345642473290192598e+01
1.090643855904383145e+03 1.350289564744181448e+01
1.092160745829145753e+03 1.232503111786763306e+01
1.093677635753908589e+03 1.000880055305080063e+01
1.095194525678671425e+03 6.727330968128740984e+00
1.096711415603434034e+03 2.727529948160216211e+00
1.098228305528196643e+03 -1.689085927206698479e+00
1.099745195452959479e+03 -6.189846342903323695e+00
1.101262085377722087e+03 -1.043681380302086481e+01
1.102778975302484923e+03 -1.411305496524337144e+01
1.104295865227247532e+03 -1.694721918997107224e+01
1.105812755152010368e+03 -1.873448138559043841e+01
1.107329645076772977e+03 -1.935219591685739360e+01
1.108846535001535585e+03 -1.876902997753242985e+01
1.110363424926298421e+03 -1.704686473085655152e+01
1.111880314851061030e+03 -1.433532911671038512e+01
1.113397204775823866e+03 -1.085941837321432324e+01
1.114914094700586475e+03 -6.901200020726228956e+00
1.116430984625349083e+03 -2.777080214305818640e+00
1.117947874550111692e+03 1.187544656773374729e+00
1.119464764474874528e+03 4.684220625968657181e+00
1.120981654399637364e+03 7.445879732514308458e+00
1.122498544324399973e+03 9.267844517494351564e+00
1.124015434249162581e+03 1.002372291918011271e+01
1.125532324173925417e+03 9.674936227702453095e+00
1.127049214098688026e+03 8.273136367318203455e+00
1.128566104023450862e+03 5.955341513317370605e+00
1.130082993948213471e+03 2.932204870757288973e+00
1.131599883872976307e+03 -5.296167503423324652e-01
1.133116773797738915e+03 -4.129554486962592641e+00
1.134633663722501524e+03 -7.557881995164441591e+00
1.136150553647264132e+03 -1.052112399299672241e+01
1.137667443572026968e+03 -1.276605987245933171e+01
1.139184333496789804e+03 -1.410037967185789398e+01
1.140701223421552413e+03 -1.440832252836992389e+01
1.142218113346315022e+03 -1.366003517282603674e+01
1.143735003271077858e+03 -1.191389722099867754e+01
1.145251893195840466e+03 -9.311629895089765796e+00
1.146768783120603302e+03 -6.066589416545231650e+00
1.148285673045365911e+03 -2.446198490293620242e+00
1.149802562970128747e+03 1.250055506334960320e+00
1.151319452894891356e+03 4.715267178462474895e+00
1.152836342819653964e+03 7.660400765319476335e+00
1.154353232744416573e+03 9.838161448799530362e+00
1.155870122669179409e+03 1.106350580718727628e+01
1.157387012593942245e+03 1.122911706556637768e+01
1.158903902518704854e+03 1.031457661699139194e+01
1.160420792443467462e+03 8.388472142047577407e+00
1.161937682368230298e+03 5.603253577576765565e+00
1.163454572292992907e+03 2.183235176099520114e+00
1.164971462217755743e+03 -1.593302386431021844e+00
1.166488352142518352e+03 -5.416476326763511651e+00
1.168005242067280960e+03 -8.969834327411387420e+00
1.169522131992043796e+03 -1.195603706156503065e+01
1.171039021916806405e+03 -1.412111469306822364e+01
1.172555911841569241e+03 -1.527533107176676630e+01
1.174072801766331850e+03 -1.530895784118938963e+01
1.175589691691094686e+03 -1.420166660555130811e+01
1.177106581615857294e+03 -1.202475820798272466e+01
1.178623471540619903e+03 -8.936023099267700331e+00
1.180140361465382512e+03 -5.167619563939169325e+00
1.181657251390145348e+03 -1.007919552390854179e+00
1.183174141314908184e+03 3.221240294873816801e+00
1.184691031239670792e+03 7.190091515085287099e+00
1.186207921164433401e+03 1.058721106240850141e+01
1.187724811089196237e+03 1.314443814803534494e+01
1.189241701013958846e+03 1.465842954905039974e+01
1.190758590938721682e+03 1.500711675474225615e+01
1.192275480863484290e+03 1.415973272597826416e+01
1.193792370788247126e+03 1.217958813638813709e+01
1.195309260713009735e+03 9.219355832938912698e+00
1.196826150637772344e+03 5.509221570684161406e+00
1.198343040562534952e+03 1.338830809648790199e+00
1.199859930487297788e+03 -2.965540373952343600e+00
1.201376820412060624e+03 -7.066777468086716141e+00
1.202893710336823233e+03 -1.064362978540366100e+01
1.204410600261585842e+03 -1.341619355359104127e+01
1.205927490186348678e+03 -1.516814065838233461e+01
1.207444380111111286e+03 -1.576391493756935169e+01
1.208961270035874122e+03 -1.515951762220732668e+01
1.210478159960636731e+03 -1.340601401065035603e+01
1.211995049885399567e+03 -1.064547400102727615e+01
1.213511939810162175e+03 -7.099663303195028696e+00
1.215028829734924784e+03 -3.052381665510571107e+00
1.216545719659687393e+03 1.173147122082638383e+00
1.218062609584450229e+03 5.240032107121675331e+00
1.219579499509213065e+03 8.824564699685181424e+00
1.221096389433975673e+03 1.164201776123741183e+01
1.222613279358738282e+03 1.346933362484519847e+01
1.224130169283500891e+03 1.416288770121973606e+01
1.225647059208263727e+03 1.366990679148693211e+01
1.227163949133026563e+03 1.203262758237049290e+01
1.228680839057789171e+03 9.384860615157274211e+00
1.230197728982551780e+03 5.941231963578369246e+00
1.231714618907314616e+03 1.979960394805311052e+00
1.233231508832077225e+03 -2.179454927012074439e+00
1.234748398756840061e+03 -6.201853518634059981e+00
1.236265288681602669e+03 -9.763291476025486304e+00
1.237782178606365505e+03 -1.257702857159140031e+01
1.239299068531128114e+03 -1.441654510666188926e+01
1.240815958455890723e+03 -1.513374556301612905e+01
1.242332848380653331e+03 -1.467089006052647271e+01
1.243849738305416167e+03 -1.306529542965802726e+01
1.245366628230179003e+03 -1.044642535357239410e+01
1.246883518154941612e+03 -7.025597370863933655e+00
1.248400408079704221e+03 -3.079124932568516826e+00
1.249917298004467057e+03 1.073762029005278507e+00
1.251434187929229665e+03 5.096456446985786926e+00
1.252951077853992501e+03 8.661934297464641830e+00
1.254467967778755110e+03 1.147898183522567095e+01
1.255984857703517946e+03 1.331559346088673657e+01
1.257501747628280555e+03 1.401766863204299973e+01
1.259018637553043163e+03 1.352151063590405045e+01
1.260535527477805772e+03 1.185912412812600536e+01
1.262052417402568608e+03 9.155882662494382984e+00
1.263569307327331444e+03 5.620746126792815822e+00
1.265086197252094053e+03 1.529802453565285436e+00
1.266603087176856661e+03 -2.795559277830307998e+00
1.268119977101619270e+03 -7.014108724243871329e+00
1.269636867026382106e+03 -1.079184145883097834e+01
1.271153756951144942e+03 -1.382849927706055126e+01
1.272670646875907551e+03 -1.588143278337818565e+01
1.274187536800670159e+03 -1.678490705215584455e+01
1.275704426725432995e+03 -1.646331417234062400e+01
1.277221316650195604e+03 -1.493724186031570511e+01
1.278738206574958213e+03 -1.232191628464407884e+01
1.280255096499721049e+03 -8.818144359500388774e+00
1.281771986424483885e+03 -4.696477579170182715e+00
1.283288876349246493e+03 -2.758583839322811260e-01
1.284805766274009102e+03 4.101551878093886216e+00
1.286322656198771710e+03 8.097361961871660796e+00
1.287839546123534546e+03 1.140361262097048112e+01
1.289356436048297383e+03 1.376699558367757348e+01
1.290873325973059991e+03 1.500871060464678841e+01
1.292390215897822600e+03 1.503839102304733899e+01
1.293907105822585436e+03 1.386100228345776131e+01
1.295423995747348044e+03 1.157617852591767260e+01
1.296940885672110880e+03 8.370064789918483683e+00
1.298457775596873489e+03 4.500328485556853053e+00
1.299974665521636325e+03 2.755460136203098376e-01
1.301491555446398934e+03 -3.969384416808235727e+00
1.303008445371161542e+03 -7.899839986898484767e+00
1.304525335295924151e+03 -1.120796112344257978e+01
1.306042225220686987e+03 -1.363692438419244723e+01
1.307559115145449823e+03 -1.500107637701724528e+01
1.309076005070212432e+03 -1.520033942272215555e+01
1.310592894994975040e+03 -1.422776041974824679e+01
1.312109784919737649e+03 -1.216962409831899805e+01
1.313626674844500485e+03 -9.198146453115752408e+00
1.315143564769263321e+03 -5.557356002207693102e+00
1.316660454694025930e+03 -1.543312331157231876e+00
1.318177344618788538e+03 2.519740062976525863e+00
1.319694234543551374e+03 6.305364971636879368e+00
1.321211124468313983e+03 9.510991603657249271e+00
1.322728014393076592e+03 1.188195412296818887e+01
1.324244904317839428e+03 1.323160019110594732e+01
1.325761794242602264e+03 1.345587587730168266e+01
1.327278684167364872e+03 1.254124164566587041e+01
1.328795574092127481e+03 1.056531189735829734e+01
1.330312464016890090e+03 7.690195408412632716e+00
1.331829353941652926e+03 4.149098953578490345e+00
1.333346243866415762e+03 2.272945334920080662e-01
1.334863133791178370e+03 -3.761001121349749177e+00
1.336380023715940979e+03 -7.497963449930180602e+00
1.337896913640703815e+03 -1.068767058199194153e+01
1.339413803565466424e+03 -1.307973780085172066e+01
1.340930693490229032e+03 -1.448918406016951721e+01
1.342447583414991868e+03 -1.481094804835575651e+01
1.343964473339754704e+03 -1.402790700651412337e+01
1.345481363264517313e+03 -1.221177819103370155e+01
1.346998253189280149e+03 -9.516857933890825905e+00
1.348515143114042758e+03 -6.167130297151146578e+00
1.350032033038805366e+03 -2.437809888046446272e+00
1.351548922963568202e+03 1.367171279571436804e+00
1.353065812888330811e+03 4.939900585454159554e+00
1.354582702813093420e+03 7.993439170783934955e+00
1.356099592737856028e+03 1.028497624913842756e+01
1.357616482662618864e+03 1.163531704236041442e+01
1.359133372587381473e+03 1.194313960487165360e+01
1.360650262512144309e+03 1.119288300428482863e+01
1.362167152436907145e+03 9.455647414723911126e+00
1.363684042361669754e+03 6.883053644836151896e+00
1.365200932286432362e+03 3.694579587183290492e+00
1.366717822211194971e+03 1.594179967139107423e-01
1.368234712135957807e+03 -3.425658610205279953e+00
1.369751602060720415e+03 -6.760619819077842152e+00
1.371268491985483024e+03 -9.566706249556254704e+00
1.372785381910246088e+03 -1.160917283754614360e+01
1.374302271835008696e+03 -1.271640208380796899e+01
1.375819161759771305e+03 -1.279384035484128823e+01
1.377336051684534141e+03 -1.183163265836154743e+01
1.378852941609296749e+03 -9.905344189015105272e+00
1.380369831534059358e+03 -7.169718738082567100e+00
1.381886721458821967e+03 -3.845989258958425694e+00
1.383403611383584803e+03 -2.037787223073303788e-01
1.384920501308347639e+03 3.460932408351830247e+00
1.386437391233110247e+03 6.849977606181880674e+00
1.387954281157873083e+03 9.687347720278548735e+00
1.389471171082635692e+03 1.174172669385669110e+01
1.390988061007398301e+03 1.284538752328811029e+01
1.392504950932160909e+03 1.290791259364046795e+01
1.394021840856923745e+03 1.192362312485156828e+01
1.395538730781686354e+03 9.972113370584160918e+00
1.397055620706449190e+03 7.211845017073405195e+00
1.398572510631212026e+03 3.867320574167560476e+00
1.400089400555974635e+03 2.108758009376249243e-01
1.401606290480737243e+03 -3.459431856597555477e+00
1.403123180405499852e+03 -6.844044610031929210e+00
1.404640070330262688e+03 -9.666269430940497287e+00
1.406156960255025297e+03 -1.169480841038255114e+01
1.407673850179787905e+03 -1.276262377908279788e+01
1.409190740104550741e+03 -1.278060333351064060e+01
1.410707630029313577e+03 -1.174491283293870936e+01
1.412224519954076186e+03 -9.737433190797917248e+00
1.413741409878839022e+03 -6.919240610902056332e+00
1.415258299803601631e+03 -3.517651860563350663e+00
1.416775189728364239e+03 1.921210449262801823e-01
1.418292079653126848e+03 3.909224646087862798e+00
1.419808969577889684e+03 7.331526161219679594e+00
1.421325859502652293e+03 1.018011127021564022e+01
1.422842749427415129e+03 1.222193206283961331e+01
1.424359639352177965e+03 1.328876761046389632e+01
1.425876529276940573e+03 1.329095651670476919e+01
1.427393419201703182e+03 1.222478272254394227e+01
1.428910309126465791e+03 1.017290873659541717e+01
1.430427199051228627e+03 7.297812896326708376e+00
1.431944088975991235e+03 3.828753765731117475e+00
1.433460978900753844e+03 4.330949717552578376e-02
1.434977868825516907e+03 -3.755019572008439166e+00
1.436494758750279516e+03 -7.261336376606498888e+00
1.438011648675042125e+03 -1.019401753227372431e+01
1.439528538599804961e+03 -1.231753151446406847e+01
1.441045428524567569e+03 -1.346155496556168885e+01
1.442562318449330178e+03 -1.353483488449666083e+01
1.444079208374092786e+03 -1.253266781164240840e+01
1.445596098298855622e+03 -1.053738233536242674e+01
1.447112988223618459e+03 -7.711776742013488395e+00
1.448629878148381067e+03 -4.286033722239174004e+00
1.450146768073143903e+03 -5.391626224188621475e-01
1.451663657997906512e+03 3.223536016634562351e+00
1.453180547922669120e+03 6.695165001919074932e+00
1.454697437847431729e+03 9.592088305576435658e+00
1.456214327772194565e+03 1.167694041472261368e+01
1.457731217696957174e+03 1.277792227427457306e+01
1.459248107621719782e+03 1.280281677154333408e+01
1.460764997546482846e+03 1.174658179790796275e+01
1.462281887471245454e+03 9.691897003029362523e+00
1.463798777396008063e+03 6.802609659079845272e+00
1.465315667320770672e+03 3.310599603434218885e+00
1.466832557245533508e+03 -5.028834359427756251e-01
1.468349447170296116e+03 -4.329907907988769011e+00
1.469866337095058725e+03 -7.860743609933488862e+00
1.471383227019821561e+03 -1.080892918868277874e+01
1.472900116944584397e+03 -1.293449512589100081e+01
1.474417006869347006e+03 -1.406345942456941600e+01
1.475933896794109842e+03 -1.410201187046260074e+01
1.477450786718872450e+03 -1.304423008465075107e+01
1.478967676643635059e+03 -1.097269226471358650e+01
1.480484566568397668e+03 -8.051925491826121828e+00
1.482001456493160504e+03 -4.515208417959085452e+00
1.483518346417923112e+03 -6.457861327209126756e-01
1.485035236342685948e+03 3.245990640216446899e+00
1.486552126267448784e+03 6.847757073609380463e+00
1.488069016192211393e+03 9.870427476799719102e+00
1.489585906116974002e+03 1.207164106370571233e+01
1.491102796041736610e+03 1.327545677553090719e+01
1.492619685966499446e+03 1.338669382018771792e+01
1.494136575891262055e+03 1.239874519127775621e+01
1.495653465816024664e+03 1.039421793162690300e+01
1.497170355740787727e+03 7.538333912306310225e+00
1.498687245665550336e+03 4.065611586552283718e+00
1.500204135590312944e+03 2.608950784070708795e-01
1.501721025515075780e+03 -3.563742206473988983e+00
1.503237915439838389e+03 -7.094354017523055944e+00
1.504754805364600998e+03 -1.004068434593430226e+01
1.506271695289363606e+03 -1.215986167970579146e+01
1.507788585214126442e+03 -1.327629497639341238e+01
1.509305475138889051e+03 -1.329614469002181032e+01
1.510822365063651887e+03 -1.221517766397444937e+01
1.512339254988414723e+03 -1.011934799875697522e+01
1.513856144913177332e+03 -7.178034244306019218e+00
1.515373034837939940e+03 -3.630459003287883846e+00
1.516889924762702549e+03 2.336279326879240892e-01
1.518406814687465385e+03 4.097452513266857999e+00
1.519923704612227993e+03 7.643009767830076129e+00
1.521440594536990602e+03 1.057705902003407061e+01
1.522957484461753666e+03 1.265520809326110907e+01
1.524474374386516274e+03 1.370212036122831378e+01
1.525991264311278883e+03 1.362618508226427316e+01
1.527508154236041491e+03 1.242743368088180134e+01
1.529025044160804327e+03 1.019802725562522383e+01
1.530541934085566936e+03 7.115240107561135119e+00
1.532058824010329545e+03 3.427472250234401940e+00
1.533575713935092381e+03 -5.656084522150779392e-01
1.535092603859855217e+03 -4.537212720610454220e+00
1.536609493784617825e+03 -8.159927704686602112e+00
1.538126383709380661e+03 -1.113242874262642879e+01
1.539643273634143270e+03 -1.320423911919475657e+01
1.541160163558905879e+03 -1.419651844961890674e+01
1.542677053483668487e+03 -1.401717079411640654e+01
1.544193943408431323e+03 -1.266901371822420330e+01
1.545710833333193932e+03 -1.025030359379233680e+01
1.547227723257956768e+03 -6.947526285855474271e+00
1.548744613182719604e+03 -3.020986780828853302e+00
1.550261503107482213e+03 1.215684000511989327e+00
1.551778393032244821e+03 5.420489307399359191e+00
1.553295282957007430e+03 9.250507583777833887e+00
1.554812172881770266e+03 1.238961631618340675e+01
1.556329062806532875e+03 1.457426438098072907e+01
1.557845952731295483e+03 1.561520202796826773e+01
1.559362842656058092e+03 1.541339017134137634e+01
1.560879732580821155e+03 1.396876801293311132e+01
1.562396622505583764e+03 1.138112419215385529e+01
1.563913512430346600e+03 7.842946725198622460e+00
1.565430402355109209e+03 3.624770698899514088e+00
1.566947292279871817e+03 -9.458515798385488393e-01
1.568464182204634426e+03 -5.510114316550508207e+00
1.569981072129397262e+03 -9.706422079230765831e+00
1.571497962054159871e+03 -1.319929071949184340e+01
1.573014851978922707e+03 -1.570637308535466126e+01
1.574531741903685543e+03 -1.702143296100152980e+01
1.576048631828448151e+03 -1.703140144426603797e+01
1.577565521753210760e+03 -1.572611185946897550e+01
1.579082411677973369e+03 -1.319988614345956890e+01
1.580599301602736205e+03 -9.644791907141518905e+00
1.582116191527498813e+03 -5.336053761636254222e+00
1.583633081452261422e+03 -6.107320086110430424e-01
1.585149971377024485e+03 4.158674040211442602e+00
1.586666861301787094e+03 8.593625923530805011e+00
1.588183751226549703e+03 1.233962498053427836e+01
1.589700641151312311e+03 1.509457836323380064e+01
1.591217531076075147e+03 1.663318246838579739e+01
1.592734421000837756e+03 1.682535806276239043e+01
1.594251310925600364e+03 1.564723352063744954e+01
1.595768200850363201e+03 1.318375694449764524e+01
1.597285090775126037e+03 9.622678575456228955e+00
1.598801980699888645e+03 5.240329609311026537e+00
1.600318870624651481e+03 3.802779542933035772e-01
1.601835760549414090e+03 -4.573486600901410348e+00
1.603352650474176698e+03 -9.226741764845668214e+00
1.604869540398939307e+03 -1.320622127022493864e+01
1.606386430323702143e+03 -1.618933499113237318e+01
1.607903320248464752e+03 -1.793005631325137017e+01
1.609420210173227360e+03 -1.827890373043810257e+01
1.610937100097990424e+03 -1.719540078216522261e+01
1.612453990022753032e+03 -1.475198590010599986e+01
1.613970879947515641e+03 -1.112901549440798377e+01
1.615487769872278250e+03 -6.601206801341396257e+00
1.617004659797041086e+03 -1.516546049948245933e+00
1.618521549721803694e+03 3.730711502908477861e+00
1.620038439646566303e+03 8.730848086208256476e+00
1.621555329571328912e+03 1.309088393853978616e+01
1.623072219496091975e+03 1.646563769500740548e+01
1.624589109420854584e+03 1.858519060308642068e+01
1.626105999345617420e+03 1.927657097355154292e+01
1.627622889270380028e+03 1.847792125498260063e+01
1.629139779195142637e+03 1.624399506346767197e+01
1.630656669119905246e+03 1.274250971921611608e+01
1.632173559044668082e+03 8.241598132882346661e+00
1.633690448969430690e+03 3.089305703869224207e+00
1.635207338894193526e+03 -2.313292177641753877e+00
1.636724228818956362e+03 -7.543268304268344160e+00
1.638241118743718971e+03 -1.218888789547297513e+01
1.639758008668481580e+03 -1.588193342421720544e+01
1.641274898593244188e+03 -1.832677150381469033e+01
1.642791788518007024e+03 -1.932387001101817248e+01
1.644308678442769633e+03 -1.878590118462528835e+01
1.645825568367532242e+03 -1.674514169946719022e+01
1.647342458292295305e+03 -1.335155879315355065e+01
1.648859348217057914e+03 -8.861699340503040645e+00
1.650376238141820522e+03 -3.619219224988456496e+00
1.651893128066583131e+03 1.971453186497756249e+00
1.653410017991345967e+03 7.476284899460186040e+00
1.654926907916108576e+03 1.246522053183828405e+01
1.656443797840871184e+03 1.654556827899672911e+01
1.657960687765634020e+03 1.939258938862722204e+01
1.659477577690396629e+03 2.077490498470760372e+01
1.660994467615159465e+03 2.057273518457438755e+01
1.662511357539922301e+03 1.878754232555599302e+01
1.664028247464684910e+03 1.554231920088559349e+01
1.665545137389447518e+03 1.107249208954646136e+01
1.667062027314210127e+03 5.708139910865450695e+00
1.668578917238972963e+03 -1.510923324834583248e-01
1.670095807163735572e+03 -6.066438630614785943e+00
1.671612697088498180e+03 -1.159345176949423539e+01
1.673129587013261244e+03 -1.631584254149974100e+01
1.674646476938023852e+03 -1.987709467990988799e+01
1.676163366862786461e+03 -2.200740874611568998e+01
1.677680256787549069e+03 -2.254389635955690707e+01
1.679197146712311906e+03 -2.144247651080601713e+01
1.680714036637074514e+03 -1.878057644102901591e+01
1.682230926561837123e+03 -1.475045947123913770e+01
1.683747816486599731e+03 -9.643734591773295506e+00
1.685264706411362795e+03 -3.828290016902247572e+00
1.686781596336125403e+03 2.280518678833467483e+00
1.688298486260888239e+03 8.252151887747592340e+00
1.689815376185650848e+03 1.367410314363217516e+01
1.691332266110413457e+03 1.818344894244241772e+01
1.692849156035176065e+03 2.149427109711157513e+01
1.694366045959938901e+03 2.341882573398761735e+01
1.695882935884701510e+03 2.388083362870953152e+01
1.697399825809464346e+03 2.291989369925381936e+01
1.698916715734227182e+03 2.068672536310691612e+01
1.700433605658989791e+03 1.742967038897169374e+01
1.701950495583752399e+03 1.347357353350865594e+01
1.703467385508515008e+03 9.192759321347947932e+00
1.704984275433277844e+03 4.980282732821248004e+00
1.706501165358040453e+03 1.215918211306625585e+00
1.708018055282803061e+03 -1.764557994888142467e+00
1.709534945207565670e+03 -3.696349313231852118e+00
1.711051835132328733e+03 -4.406746920121843658e+00
1.712568725057091342e+03 -3.828701592534552667e+00
1.714085614981853951e+03 -2.005801776917441881e+00
1.715602504906616787e+03 9.117118672200286156e-01
1.717119394831379395e+03 4.679549542077444002e+00
1.718636284756142004e+03 8.979560471337656224e+00
1.720153174680904840e+03 1.344587047179049577e+01
1.721670064605667449e+03 1.769486136972713552e+01
1.723186954530430285e+03 2.135658132430193135e+01
1.724703844455193121e+03 2.410506412560581069e+01
